,Shabda,Varga
10890,parikara,nānārthavargaḥ
10891,tāra,nānārthavargaḥ
10892,śāra,nānārthavargaḥ
10893,śāra,nānārthavargaḥ
10894,saṅgara,nānārthavargaḥ
10895,saṅgara,nānārthavargaḥ
10896,saṅgara,nānārthavargaḥ
10897,saṅgara,nānārthavargaḥ
10898,mantra,nānārthavargaḥ
10899,mantra,nānārthavargaḥ
10900,svaru,nānārthavargaḥ
10901,svaru,nānārthavargaḥ
10902,svaru,nānārthavargaḥ
10903,avaskara,nānārthavargaḥ
10904,āḍambara,nānārthavargaḥ
10905,abhihāra,nānārthavargaḥ
10906,abhihāra,nānārthavargaḥ
10907,abhihāra,nānārthavargaḥ
10908,parīvāra,nānārthavargaḥ
10909,parīvāra,nānārthavargaḥ
10910,parīvāra,nānārthavargaḥ
10911,viṣṭara,nānārthavargaḥ
10912,viṣṭara,nānārthavargaḥ
10913,viṣṭara,nānārthavargaḥ
10914,pratīhārī,nānārthavargaḥ
10915,babhru,nānārthavargaḥ
10916,babhru,nānārthavargaḥ
10917,babhru,nānārthavargaḥ
10918,sāra,nānārthavargaḥ
10919,sāra,nānārthavargaḥ
10920,sāra,nānārthavargaḥ
10921,sāra,nānārthavargaḥ
10922,durodara,nānārthavargaḥ
10923,durodara,nānārthavargaḥ
10924,durodara,nānārthavargaḥ
10925,kāntāra,nānārthavargaḥ
10926,matsara,nānārthavargaḥ
10927,matsara,nānārthavargaḥ
10928,matsara,nānārthavargaḥ
10929,vara,nānārthavargaḥ
10930,vara,nānārthavargaḥ
10931,vara,nānārthavargaḥ
10932,karīra,nānārthavargaḥ
10933,karīra,nānārthavargaḥ
10934,pratisara,nānārthavargaḥ
10935,pratisara,nānārthavargaḥ
10936,hari,nānārthavargaḥ
10937,hari,nānārthavargaḥ
10938,hari,nānārthavargaḥ
10939,hari,nānārthavargaḥ
10940,hari,nānārthavargaḥ
10941,hari,nānārthavargaḥ
10942,hari,nānārthavargaḥ
10943,hari,nānārthavargaḥ
10944,hari,nānārthavargaḥ
10945,hari,nānārthavargaḥ
10946,hari,nānārthavargaḥ
10947,hari,nānārthavargaḥ
10948,śarkarā,nānārthavargaḥ
10949,yātrā,nānārthavargaḥ
10950,yātrā,nānārthavargaḥ
10951,irā,nānārthavargaḥ
10952,irā,nānārthavargaḥ
10953,irā,nānārthavargaḥ
10954,tandrā,nānārthavargaḥ
10955,tandrā,nānārthavargaḥ
10956,dhātrī,nānārthavargaḥ
10957,dhātrī,nānārthavargaḥ
10958,kṣudrā,nānārthavargaḥ
10959,kṣudrā,nānārthavargaḥ
10960,kṣudrā,nānārthavargaḥ
10961,kṣudrā,nānārthavargaḥ
10962,kṣudra,nānārthavargaḥ
10963,kṣudra,nānārthavargaḥ
10964,kṣudra,nānārthavargaḥ
10965,mātrā,nānārthavargaḥ
10966,mātrā,nānārthavargaḥ
10967,mātrā,nānārthavargaḥ
10968,mātra,nānārthavargaḥ
10969,mātra,nānārthavargaḥ
10970,citra,nānārthavargaḥ
10971,kalatra,nānārthavargaḥ
10972,kalatra,nānārthavargaḥ
10973,pātra,nānārthavargaḥ
10974,śāstra,nānārthavargaḥ
10975,śāstra,nānārthavargaḥ
10976,śastra,nānārthavargaḥ
10977,netra,nānārthavargaḥ
10978,netra,nānārthavargaḥ
10979,kṣetra,nānārthavargaḥ
10980,kṣetra,nānārthavargaḥ
10981,potra,nānārthavargaḥ
10982,potra,nānārthavargaḥ
10983,gotra,nānārthavargaḥ
10984,satra,nānārthavargaḥ
10985,satra,nānārthavargaḥ
10986,satra,nānārthavargaḥ
10987,satra,nānārthavargaḥ
10988,ajira,nānārthavargaḥ
10989,ajira,nānārthavargaḥ
10990,ambara,nānārthavargaḥ
10991,cakra,nānārthavargaḥ
10992,akṣara,nānārthavargaḥ
10993,bhūri,nānārthavargaḥ
10994,candra,nānārthavargaḥ
10995,gahvara,nānārthavargaḥ
10996,upahvara,nānārthavargaḥ
10997,upahvara,nānārthavargaḥ
10998,agra,nānārthavargaḥ
10999,agra,nānārthavargaḥ
11000,agra,nānārthavargaḥ
11001,pura,nānārthavargaḥ
11002,pura,nānārthavargaḥ
11003,mandira,nānārthavargaḥ
11004,rāṣṭra,nānārthavargaḥ
11005,rāṣṭra,nānārthavargaḥ
11006,dara,nānārthavargaḥ
11007,vajra,nānārthavargaḥ
11008,tantra,nānārthavargaḥ
11009,tantra,nānārthavargaḥ
11010,tantra,nānārthavargaḥ
11011,tantra,nānārthavargaḥ
11012,auśīra,nānārthavargaḥ
11013,auśīra,nānārthavargaḥ
11014,auśīra,nānārthavargaḥ
11015,auśīra,nānārthavargaḥ
11016,puṣkara,nānārthavargaḥ
11017,puṣkara,nānārthavargaḥ
11018,puṣkara,nānārthavargaḥ
11019,puṣkara,nānārthavargaḥ
11020,antara,nānārthavargaḥ
11021,antara,nānārthavargaḥ
11022,antara,nānārthavargaḥ
11023,antara,nānārthavargaḥ
11024,antara,nānārthavargaḥ
11025,antara,nānārthavargaḥ
11026,antara,nānārthavargaḥ
11027,antara,nānārthavargaḥ
11028,antara,nānārthavargaḥ
11029,antara,nānārthavargaḥ
11030,antara,nānārthavargaḥ
11031,antara,nānārthavargaḥ
11032,antara,nānārthavargaḥ
11033,piṭhara,nānārthavargaḥ
11034,nāgara,nānārthavargaḥ
11035,śārvara,nānārthavargaḥ
11036,śārvara,nānārthavargaḥ
11037,gaura,nānārthavargaḥ
11038,aruṣkara,nānārthavargaḥ
11039,jaṭhara,nānārthavargaḥ
11040,adhara,nānārthavargaḥ
11041,ekāgra,nānārthavargaḥ
11042,vyagra,nānārthavargaḥ
11043,vyagra,nānārthavargaḥ
11044,uttara,nānārthavargaḥ
11045,uttara,nānārthavargaḥ
11046,uttara,nānārthavargaḥ
11047,anuttara,nānārthavargaḥ
11048,anuttara,nānārthavargaḥ
11049,anuttara,nānārthavargaḥ
11050,anuttara,nānārthavargaḥ
11051,para,nānārthavargaḥ
11052,para,nānārthavargaḥ
11053,para,nānārthavargaḥ
11054,madhura,nānārthavargaḥ
11055,madhura,nānārthavargaḥ
11056,udāra,nānārthavargaḥ
11057,udāra,nānārthavargaḥ
11058,itara,nānārthavargaḥ
11059,itara,nānārthavargaḥ
11060,svaira,nānārthavargaḥ
11061,svaira,nānārthavargaḥ
11062,śubhra,nānārthavargaḥ
11063,mauli,nānārthavargaḥ
11064,mauli,nānārthavargaḥ
11065,mauli,nānārthavargaḥ
11066,pīlu,nānārthavargaḥ
11067,pīlu,nānārthavargaḥ
11068,pīlu,nānārthavargaḥ
11069,kali,nānārthavargaḥ
11070,kamala,nānārthavargaḥ
11071,kambala,nānārthavargaḥ
11072,bali,nānārthavargaḥ
11073,bali,nānārthavargaḥ
11074,bala,nānārthavargaḥ
11075,bala,nānārthavargaḥ
11076,vātūla,nānārthavargaḥ
11077,vātūla,nānārthavargaḥ
11078,vyāla,nānārthavargaḥ
11079,vyāla,nānārthavargaḥ
11080,mala,nānārthavargaḥ
11081,mala,nānārthavargaḥ
11082,śūla,nānārthavargaḥ
11083,śūla,nānārthavargaḥ
11084,kīla,nānārthavargaḥ
11085,pāli,nānārthavargaḥ
11086,pāli,nānārthavargaḥ
11087,pāli,nānārthavargaḥ
11088,kalā,nānārthavargaḥ
11089,ālī,nānārthavargaḥ
11090,ālī,nānārthavargaḥ
11091,velā,nānārthavargaḥ
11092,velā,nānārthavargaḥ
11093,velā,nānārthavargaḥ
11094,bahulā,nānārthavargaḥ
11095,bahulā,nānārthavargaḥ
11096,bahula,nānārthavargaḥ
11097,bahula,nānārthavargaḥ
11098,līlā,nānārthavargaḥ
11099,līlā,nānārthavargaḥ
11100,upalā,nānārthavargaḥ
11101,kīlāla,nānārthavargaḥ
11102,kīlāla,nānārthavargaḥ
11103,mūla,nānārthavargaḥ
11104,mūla,nānārthavargaḥ
11105,mūla,nānārthavargaḥ
11106,jāla,nānārthavargaḥ
11107,jāla,nānārthavargaḥ
11108,jāla,nānārthavargaḥ
11109,śīla,nānārthavargaḥ
11110,śīla,nānārthavargaḥ
11111,phala,nānārthavargaḥ
11112,paṭala,nānārthavargaḥ
11113,paṭala,nānārthavargaḥ
11114,tala,nānārthavargaḥ
11115,tala,nānārthavargaḥ
11116,pala,nānārthavargaḥ
11117,pātāla,nānārthavargaḥ
11118,cela,nānārthavargaḥ
11119,kukūla,nānārthavargaḥ
11120,kukūla,nānārthavargaḥ
11121,kevala,nānārthavargaḥ
11122,kevala,nānārthavargaḥ
11123,kevala,nānārthavargaḥ
11124,kuśala,nānārthavargaḥ
11125,kuśala,nānārthavargaḥ
11126,kuśala,nānārthavargaḥ
11127,kuśala,nānārthavargaḥ
11128,pravāla,nānārthavargaḥ
11129,sthūla,nānārthavargaḥ
11130,karāla,nānārthavargaḥ
11131,karāla,nānārthavargaḥ
11132,peśala,nānārthavargaḥ
11133,bāla,nānārthavargaḥ
11134,bāla,nānārthavargaḥ
11135,lola,nānārthavargaḥ
11136,kula,nānārthavargaḥ
11137,kula,nānārthavargaḥ
11138,ekakuṇḍala,nānārthavargaḥ
11139,helā,nānārthavargaḥ
11140,heli,nānārthavargaḥ
11141,hili,nānārthavargaḥ
11142,hāla,nānārthavargaḥ
11143,hāla,nānārthavargaḥ
11144,dala,nānārthavargaḥ
11145,tūli,nānārthavargaḥ
11146,tūli,nānārthavargaḥ
11147,tūli,nānārthavargaḥ
11148,tumula,nānārthavargaḥ
11149,tumula,nānārthavargaḥ
11150,śaṣkulī,nānārthavargaḥ
11151,dava,nānārthavargaḥ
11152,dāva,nānārthavargaḥ
11153,bhava,nānārthavargaḥ
11154,saciva,nānārthavargaḥ
11155,saciva,nānārthavargaḥ
11156,dhava,nānārthavargaḥ
11157,dhava,nānārthavargaḥ
11158,avi,nānārthavargaḥ
11159,avi,nānārthavargaḥ
11160,avi,nānārthavargaḥ
11161,hava,nānārthavargaḥ
11162,hava,nānārthavargaḥ
11163,bhāva,nānārthavargaḥ
11164,bhāva,nānārthavargaḥ
11165,bhāva,nānārthavargaḥ
11166,bhāva,nānārthavargaḥ
11167,bhāva,nānārthavargaḥ
11168,bhāva,nānārthavargaḥ
11169,prasava,nānārthavargaḥ
11170,prasava,nānārthavargaḥ
11171,prasava,nānārthavargaḥ
11172,nihnava,nānārthavargaḥ
11173,nihnava,nānārthavargaḥ
11174,nihnava,nānārthavargaḥ
11175,utsava,nānārthavargaḥ
11176,utsava,nānārthavargaḥ
11177,utsava,nānārthavargaḥ
11178,anubhāva,nānārthavargaḥ
11179,anubhāva,nānārthavargaḥ
11180,prabhava,nānārthavargaḥ
11181,prabhava,nānārthavargaḥ
11182,prabhava,nānārthavargaḥ
11183,pāraśava,nānārthavargaḥ
11184,pāraśava,nānārthavargaḥ
11185,dhruva,nānārthavargaḥ
11186,dhruva,nānārthavargaḥ
11187,dhruva,nānārthavargaḥ
11188,sva,nānārthavargaḥ
11189,sva,nānārthavargaḥ
11190,sva,nānārthavargaḥ
11191,nīvī,nānārthavargaḥ
11192,dvandva,nānārthavargaḥ
11193,dvandva,nānārthavargaḥ
11194,sattva,nānārthavargaḥ
11195,sattva,nānārthavargaḥ
11196,sattva,nānārthavargaḥ
11197,sattva,nānārthavargaḥ
11198,klība,nānārthavargaḥ
11199,viś,nānārthavargaḥ
11200,spaśa,nānārthavargaḥ
11201,rāśi,nānārthavargaḥ
11202,rāśi,nānārthavargaḥ
11203,vīkāśa,nānārthavargaḥ
11204,vīkāśa,nānārthavargaḥ
11205,nirveśa,nānārthavargaḥ
11206,nirveśa,nānārthavargaḥ
11207,kīnāśa,nānārthavargaḥ
11208,kīnāśa,nānārthavargaḥ
11209,kīnāśa,nānārthavargaḥ
11210,apadeśa,nānārthavargaḥ
11211,apadeśa,nānārthavargaḥ
11212,apadeśa,nānārthavargaḥ
11213,kuśa,nānārthavargaḥ
11214,daśā,nānārthavargaḥ
11215,āśā,nānārthavargaḥ
11216,vaśā,nānārthavargaḥ
11217,dṛś,nānārthavargaḥ
11218,dṛś,nānārthavargaḥ
11219,karkaśa,nānārthavargaḥ
11220,karkaśa,nānārthavargaḥ
11221,karkaśa,nānārthavargaḥ
11222,prakāśa,nānārthavargaḥ
11223,bāliśa,nānārthavargaḥ
11224,kośa,nānārthavargaḥ
11225,kośa,nānārthavargaḥ
11226,kośa,nānārthavargaḥ
11227,kośa,nānārthavargaḥ
11228,nāśa,nānārthavargaḥ
11229,nāśa,nānārthavargaḥ
11230,jīviteśa,nānārthavargaḥ
11231,jīviteśa,nānārthavargaḥ
11232,nistriṃśa,nānārthavargaḥ
11233,aṃśu,nānārthavargaḥ
11234,aṃśu,nānārthavargaḥ
11235,āśu,nānārthavargaḥ
11236,pāśa,nānārthavargaḥ
11237,pāśa,nānārthavargaḥ
11238,animiṣa,nānārthavargaḥ
11239,animiṣa,nānārthavargaḥ
11240,puruṣa,nānārthavargaḥ
11241,dhvāṅkṣa,nānārthavargaḥ
11242,kakṣa,nānārthavargaḥ
11243,kakṣa,nānārthavargaḥ
11244,abhīṣu,nānārthavargaḥ
11245,abhīṣu,nānārthavargaḥ
11246,praiṣa,nānārthavargaḥ
11247,praiṣa,nānārthavargaḥ
11248,pakṣa,nānārthavargaḥ
11249,uṣṇīṣa,nānārthavargaḥ
11250,uṣṇīṣa,nānārthavargaḥ
11251,vṛṣa,nānārthavargaḥ
11252,vṛṣa,nānārthavargaḥ
11253,vṛṣa,nānārthavargaḥ
11254,vṛṣa,nānārthavargaḥ
11255,koṣa,nānārthavargaḥ
11256,koṣa,nānārthavargaḥ
11257,koṣa,nānārthavargaḥ
11258,koṣa,nānārthavargaḥ
11259,akṣa,nānārthavargaḥ
11260,akṣa,nānārthavargaḥ
11261,akṣa,nānārthavargaḥ
11262,ākarṣa,nānārthavargaḥ
11263,ākarṣa,nānārthavargaḥ
11264,ākarṣa,nānārthavargaḥ
11265,karṣu,nānārthavargaḥ
11266,karṣu,nānārthavargaḥ
11267,karṣū,nānārthavargaḥ
11268,viṣa,nānārthavargaḥ
11269,āmiṣa,nānārthavargaḥ
11270,kilbiṣa,nānārthavargaḥ
11271,varṣa,nānārthavargaḥ
11272,varṣa,nānārthavargaḥ
11273,prekṣā,nānārthavargaḥ
11274,bhikṣā,nānārthavargaḥ
11275,bhikṣā,nānārthavargaḥ
11276,bhikṣā,nānārthavargaḥ
11277,tviṣ,nānārthavargaḥ
11278,nyakṣa,nānārthavargaḥ
11279,nyakṣa,nānārthavargaḥ
11280,adhyakṣa,nānārthavargaḥ
11281,rūkṣa,nānārthavargaḥ
11282,rūkṣa,nānārthavargaḥ
11283,lakṣa,nānārthavargaḥ
11284,lakṣa,nānārthavargaḥ
11285,ghoṣa,nānārthavargaḥ
11286,ghoṣa,nānārthavargaḥ
11287,kapiśīrṣa,nānārthavargaḥ
11288,kapiśīrṣa,nānārthavargaḥ
11289,anutarṣa,nānārthavargaḥ
11290,anutarṣa,nānārthavargaḥ
11291,doṣa,nānārthavargaḥ
11292,doṣā,nānārthavargaḥ
11293,dakṣa,nānārthavargaḥ
11294,gaṇḍūṣa,nānārthavargaḥ
11295,gaṇḍūṣa,nānārthavargaḥ
11296,vatsa,nānārthavargaḥ
11297,vatsa,nānārthavargaḥ
11298,divaukas,nānārthavargaḥ
11299,rasa,nānārthavargaḥ
11300,rasa,nānārthavargaḥ
11301,rasa,nānārthavargaḥ
11302,rasa,nānārthavargaḥ
11303,rasa,nānārthavargaḥ
11304,rasa,nānārthavargaḥ
11305,uttaṃsa,nānārthavargaḥ
11306,uttaṃsa,nānārthavargaḥ
11307,avataṃsa,nānārthavargaḥ
11308,avataṃsa,nānārthavargaḥ
11309,vasu,nānārthavargaḥ
11310,vasu,nānārthavargaḥ
11311,vasu,nānārthavargaḥ
11312,vasu,nānārthavargaḥ
11313,vasu,nānārthavargaḥ
11314,vedhas,nānārthavargaḥ
11315,āśis,nānārthavargaḥ
11316,lālasā,nānārthavargaḥ
11317,lālasā,nānārthavargaḥ
11318,hiṃsā,nānārthavargaḥ
11319,prasū,nānārthavargaḥ
11320,rodas,nānārthavargaḥ
11321,rodas,nānārthavargaḥ
11322,rodasī,nānārthavargaḥ
11323,rodasī,nānārthavargaḥ
11324,arcis,nānārthavargaḥ
11325,jyotis,nānārthavargaḥ
11326,jyotis,nānārthavargaḥ
11327,jyotis,nānārthavargaḥ
11328,āgas,nānārthavargaḥ
11329,vayas,nānārthavargaḥ
11330,vayas,nānārthavargaḥ
11331,varca,nānārthavargaḥ
11332,varca,nānārthavargaḥ
11333,mahas,nānārthavargaḥ
11334,mahas,nānārthavargaḥ
11335,tamas,nānārthavargaḥ
11336,chandas,nānārthavargaḥ
11337,chandas,nānārthavargaḥ
11338,tapas,nānārthavargaḥ
11339,sahas,nānārthavargaḥ
11340,sahas,nānārthavargaḥ
11341,nabhas,nānārthavargaḥ
11342,okas,nānārthavargaḥ
11343,okās,nānārthavargaḥ
11344,ojas,nānārthavargaḥ
11345,ojas,nānārthavargaḥ
11346,srotas,nānārthavargaḥ
11347,srotas,nānārthavargaḥ
11348,tejas,nānārthavargaḥ
11349,tejas,nānārthavargaḥ
11350,tejas,nānārthavargaḥ
11351,vidvas,nānārthavargaḥ
11352,bībhatsa,nānārthavargaḥ
11353,jyāyas,nānārthavargaḥ
11354,jyāyas,nānārthavargaḥ
11355,kanīyas,nānārthavargaḥ
11356,kanīyas,nānārthavargaḥ
11357,varīyas,nānārthavargaḥ
11358,varīyas,nānārthavargaḥ
11359,sādhīyas,nānārthavargaḥ
11360,sādhīyas,nānārthavargaḥ
11361,barha,nānārthavargaḥ
11362,graha,nānārthavargaḥ
11363,graha,nānārthavargaḥ
11364,niryūha,nānārthavargaḥ
11365,niryūha,nānārthavargaḥ
11366,niryūha,nānārthavargaḥ
11367,niryūha,nānārthavargaḥ
11368,pragrāha,nānārthavargaḥ
11369,pragrāha,nānārthavargaḥ
11370,pragraha,nānārthavargaḥ
11371,pragraha,nānārthavargaḥ
11372,parigraha,nānārthavargaḥ
11373,parigraha,nānārthavargaḥ
11374,parigraha,nānārthavargaḥ
11375,parigraha,nānārthavargaḥ
11376,parigraha,nānārthavargaḥ
11377,gṛha,nānārthavargaḥ
11378,āroha,nānārthavargaḥ
11379,ahi,nānārthavargaḥ
11380,tamopaha,nānārthavargaḥ
11381,tamopaha,nānārthavargaḥ
11382,tamopaha,nānārthavargaḥ
11383,paribarha,nānārthavargaḥ
11384,paribarha,nānārthavargaḥ
11385,āṅ,nānārthavargaḥ
11386,āṅ,nānārthavargaḥ
11387,āṅ,nānārthavargaḥ
11388,āṅ,nānārthavargaḥ
11389,ā,nānārthavargaḥ
11390,ā,nānārthavargaḥ
11391,ā,nānārthavargaḥ
11392,āstu,nānārthavargaḥ
11393,āstu,nānārthavargaḥ
11394,ku,nānārthavargaḥ
11395,ku,nānārthavargaḥ
11396,ku,nānārthavargaḥ
11397,dhik,nānārthavargaḥ
11398,dhik,nānārthavargaḥ
11399,ca,nānārthavargaḥ
11400,ca,nānārthavargaḥ
11401,ca,nānārthavargaḥ
11402,ca,nānārthavargaḥ
11403,svasti,nānārthavargaḥ
11404,svasti,nānārthavargaḥ
11405,svasti,nānārthavargaḥ
11406,ati,nānārthavargaḥ
11407,ati,nānārthavargaḥ
11408,svit,nānārthavargaḥ
11409,svit,nānārthavargaḥ
11410,tu,nānārthavargaḥ
11411,tu,nānārthavargaḥ
11412,sakṛt,nānārthavargaḥ
11413,sakṛt,nānārthavargaḥ
11414,ārāt,nānārthavargaḥ
11415,ārāt,nānārthavargaḥ
11416,paścāt,nānārthavargaḥ
11417,paścāt,nānārthavargaḥ
11418,uta,nānārthavargaḥ
11419,uta,nānārthavargaḥ
11420,uta,nānārthavargaḥ
11421,śaśvat,nānārthavargaḥ
11422,śaśvat,nānārthavargaḥ
11423,sākṣāt,nānārthavargaḥ
11424,sākṣāt,nānārthavargaḥ
11425,bata,nānārthavargaḥ
11426,bata,nānārthavargaḥ
11427,bata,nānārthavargaḥ
11428,bata,nānārthavargaḥ
11429,bata,nānārthavargaḥ
11430,hanta,nānārthavargaḥ
11431,hanta,nānārthavargaḥ
11432,hanta,nānārthavargaḥ
11433,hanta,nānārthavargaḥ
11434,prati,nānārthavargaḥ
11435,prati,nānārthavargaḥ
11436,prati,nānārthavargaḥ
11437,iti,nānārthavargaḥ
11438,iti,nānārthavargaḥ
11439,iti,nānārthavargaḥ
11440,iti,nānārthavargaḥ
11441,purastāt,nānārthavargaḥ
11442,purastāt,nānārthavargaḥ
11443,purastāt,nānārthavargaḥ
11444,purastāt,nānārthavargaḥ
11445,yāvat_tāvat,nānārthavargaḥ
11446,yāvat_tāvat,nānārthavargaḥ
11447,yāvat_tāvat,nānārthavargaḥ
11448,yāvat_tāvat,nānārthavargaḥ
11449,atho,nānārthavargaḥ
11450,atho,nānārthavargaḥ
11451,atho,nānārthavargaḥ
11452,atho,nānārthavargaḥ
11453,atho,nānārthavargaḥ
11454,atha,nānārthavargaḥ
11455,atha,nānārthavargaḥ
11456,atha,nānārthavargaḥ
11457,atha,nānārthavargaḥ
11458,atha,nānārthavargaḥ
11459,vṛthā,nānārthavargaḥ
11460,nānā,nānārthavargaḥ
11461,nānā,nānārthavargaḥ
11462,nu,nānārthavargaḥ
11463,nu,nānārthavargaḥ
11464,anu,nānārthavargaḥ
11465,anu,nānārthavargaḥ
11466,nanu,nānārthavargaḥ
11467,nanu,nānārthavargaḥ
11468,nanu,nānārthavargaḥ
11469,nanu,nānārthavargaḥ
11470,nanu,nānārthavargaḥ
11471,api,nānārthavargaḥ
11472,api,nānārthavargaḥ
11473,api,nānārthavargaḥ
11474,api,nānārthavargaḥ
11475,api,nānārthavargaḥ
11476,vā,nānārthavargaḥ
11477,vā,nānārthavargaḥ
11478,sāmi,nānārthavargaḥ
11479,sāmi,nānārthavargaḥ
11480,amā,nānārthavargaḥ
11481,amā,nānārthavargaḥ
11482,evam,nānārthavargaḥ
11483,evam,nānārthavargaḥ
11484,nūnam,nānārthavargaḥ
11485,nūnam,nānārthavargaḥ
11486,joṣam,nānārthavargaḥ
11487,joṣam,nānārthavargaḥ
11488,kim,nānārthavargaḥ
11489,kim,nānārthavargaḥ
11490,nāman,nānārthavargaḥ
11491,nāman,nānārthavargaḥ
11492,nāman,nānārthavargaḥ
